cycle,year,V_total,U_circ,D_total,ratio_D_V,kappa,eta_global,V_ON,gini,top10_share,top20_share,median_wealth,mean_wealth,eta_mean,eta_std,population,entreprises,age_median,age_mean,deaths,births,RU_total,U_burn,V_burned,V_salaries,staking_volume,r_ic,nu_eff,tau_eng,D_materiel,D_services,D_contractuel,D_engagement,D_regulateur
47,3,10038.435070660595,0.0,9536.613763967098,0.9453605606008496,2.0,2.0,10087.805818666524,0.6013162581442646,0.39934612788395846,0.7982021431692059,2.5671202127008677,10.038435070660586,0.8329609942525911,0.08827371410661498,1000,301,45.5,45.985,0,0,8329.609942525913,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016636764361673232,0,9512.04666478448,0.0,0.0,0.0,24.56709918261743
48,4,10037.61307597812,0.0,9529.177193489042,0.9444662739670506,2.0,2.0,10089.483823984046,0.6016350991508734,0.39940007065913,0.798299271731562,2.5682944469503974,10.037613075978111,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,1,1,8329.609942525913,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001663399700278795,0,9502.138289183362,0.0,0.0,0.0,27.03890430568027
49,4,10039.291081295654,0.0,9519.25097359861,0.9435593277545331,2.0,2.0,10088.661829301573,0.601547224224336,0.3993569810555354,0.7982009411524141,2.580922229713062,10.039291081295636,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016631230564394346,0,9492.240234800222,0.0,0.0,0.0,27.010738798387788
50,4,10040.969086613175,0.0,9509.335093513946,0.9424197053193608,2.0,2.0,10090.339834619106,0.6014456351956468,0.39930706782122105,0.7980959588035367,2.5833248315506694,10.04096908661316,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016632585628457177,0,9482.352490883799,0.0,0.0,0.0,26.982602630146626
51,4,10042.647091930698,0.0,9499.429542464424,0.9412814853410997,2.0,2.0,10092.017839936627,0.601366211146753,0.3992588249183918,0.7979976950552381,2.5837856335196285,10.042647091930682,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016629819659462442,0,9472.47504669403,0.0,0.0,0.0,26.954495770395294
52,4,10044.325097248226,0.0,9489.534309690645,0.9401446660543503,2.0,2.0,10093.69584525415,0.6012873130153622,0.39921543376428237,0.7979028053395611,2.583895676916777,10.044325097248207,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001662705461026608,0,9462.60789150204,0.0,0.0,0.0,26.926418188604128
53,4,10046.003102565757,0.0,9479.649384444407,0.9390092456959973,2.0,2.0,10095.373850571677,0.6011957620616168,0.3991654438805381,0.7977945847525768,2.5838993495853315,10.046003102565733,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016624290480409336,0,9452.75101459013,0.0,0.0,0.0,26.898369854275277
54,4,10047.681107883282,0.0,9469.77475598871,0.9378752225052075,2.0,2.0,10097.051855889209,0.601107690510625,0.3991148717363063,0.7976880703545565,2.5839002583699497,10.047681107883257,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016621527269433777,0,9442.904405251767,0.0,0.0,0.0,26.870350736942655
55,4,10049.359113200795,0.0,9459.910413597738,0.9367425947234258,2.0,2.0,10098.729861206733,0.6010175209463047,0.3990665849920016,0.7975866008178464,2.583900265575952,10.04935911320078,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001661876497688129,0,9433.068052791567,0.0,0.0,0.0,26.842360806171907
56,4,10051.037118518316,0.0,9450.056346556848,0.935611360594372,2.0,2.0,10100.407866524247,0.6009258709136929,0.399018313896692,0.7974834956767564,2.583900265869163,10.051037118518304,0.8332096680419745,0.08828485699471497,1000,300,46.0,46.945,0,0,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016616003602294073,0,9423.241946525288,0.0,0.0,0.0,26.814400031560385
57,4,10050.181563729491,0.0,9442.743465145484,0.9347320528590919,2.0,2.0,10102.085871841768,0.6012259078420981,0.3990739753751212,0.7975780981143841,2.5839002658762023,10.050181563729478,0.8331838983066591,0.08831481362228172,1000,301,46.0,46.922,1,1,8332.096680419749,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016613243145214625,0,9413.426075779818,0.0,0.0,0.0,29.31738936566585
58,4,10051.859569047007,0.0,9432.90728033112,0.9338374617997218,2.0,2.0,10101.230317052943,0.6011407972310778,0.3990302566228225,0.7974750028288294,2.5863631643841867,10.051859569047002,0.8331838983066591,0.08831481362228172,1000,301,46.0,46.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016610483605185705,0,9403.620429893164,0.0,0.0,0.0,29.286850437954875
59,4,10053.537574364527,0.0,9423.081341536046,0.9327097743400186,2.0,2.0,10102.908322370458,0.6010558648631403,0.39898437895543626,0.7973786182360113,2.598904914188147,10.053537574364526,0.8331838983066591,0.08831481362228172,1000,301,46.0,46.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016611890481214372,0,9393.824998214439,0.0,0.0,0.0,29.256343321606572
60,5,10055.215579682057,0.0,9413.265638087334,0.9315834743569532,2.0,2.0,10104.586327687979,0.6009664862209367,0.3989427941338423,0.7972856033943232,2.6001076374107175,10.055215579682049,0.8331838983066591,0.08831481362228172,1000,301,47.0,47.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016609131390497916,0,9384.03977010385,0.0,0.0,0.0,29.22586798348413
61,5,10056.893584999587,0.0,9403.46015932317,0.9304585601044405,2.0,2.0,10106.264333005509,0.6008894138213381,0.39890119300933846,0.7971942881044733,2.6006093065279847,10.056893584999573,0.8331838983066591,0.08831481362228172,1000,301,47.0,47.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016606373216151253,0,9374.264734932683,0.0,0.0,0.0,29.195424390485243
62,5,10058.571590317108,0.0,9393.664894592846,0.9293350298386551,2.0,2.0,10107.942338323039,0.6007966210721727,0.39885131854432543,0.7970879891738424,2.600675737597088,10.058571590317097,0.8331838983066591,0.08831481362228172,1000,301,47.0,47.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001660361595771793,0,9364.499882083304,0.0,0.0,0.0,29.165012509542105
63,5,10060.249595634632,0.0,9383.879833256755,0.9282128818180269,2.0,2.0,10109.62034364056,0.6006993022562952,0.39879980308648477,0.7969750538797965,2.6006801357933176,10.060249595634621,0.8331838983066591,0.08831481362228172,1000,301,47.0,47.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016600859614741808,0,9354.745200949134,0.0,0.0,0.0,29.13463230762134
64,5,10061.92760095215,0.0,9374.104964686365,0.9270921143032356,2.0,2.0,10111.298348958084,0.6006188608655745,0.39875497594469694,0.7968805007093664,2.6006803145066413,10.061927600952146,0.8331838983066591,0.08831481362228172,1000,301,47.0,47.922,0,0,8331.838983066595,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001659810418676706,0,9345.000680934641,0.0,0.0,0.0,29.10428375172399
